probe_id,gene_symbol,log2FC,mean_a,mean_b,t_stat,p_value,adj_p_value
222313_at,,0.290958,4.85281,4.56185,1.56121,0.121623,0.21628
240498_at,,0.19138,5.2856,5.09422,1.56061,0.121627,0.216281
1553874_a_at,ZSCAN10,0.0734172,5.48781,5.41439,1.55956,0.121647,0.216308
240887_at,LOC100506470,0.0767972,6.58015,6.50335,1.5592,0.121666,0.216334
238637_at,NUP37,-0.081369,6.28901,6.37038,-1.55967,0.121692,0.216374
242384_at,,-0.179113,4.57999,4.75911,-1.55898,0.121715,0.216408
216222_s_at,MYO10,-0.0908672,5.5114,5.60227,-1.55881,0.121729,0.216425
1553081_at,WFDC12,-0.11254,6.79722,6.90976,-1.55873,0.121768,0.216481
1568920_at,,-0.145032,4.14883,4.29386,-1.55879,0.121772,0.216481
203034_s_at,RPL27A /// SNORA45A,0.0317717,14.0154,13.9836,1.55859,0.121772,0.216481
232124_at,FAM198A,0.112766,4.51597,4.4032,1.56228,0.121805,0.216517
229847_at,MAPK1,-0.0649733,5.25125,5.31622,-1.55893,0.121799,0.216517
234688_x_at,CNTROB,0.0723758,6.49721,6.42484,1.55844,0.121808,0.216517
210277_at,AP4S1,0.162741,7.21391,7.05117,1.55899,0.121808,0.216517
207184_at,SLC6A13,0.128291,6.63709,6.50879,1.55845,0.121818,0.216529
240067_at,,0.118952,4.69326,4.5743,1.56503,0.121877,0.216619
1555306_a_at,ECE2,0.0453252,6.62686,6.58154,1.55817,0.121874,0.216619
237569_at,,0.0379565,4.24715,4.20919,1.55812,0.121888,0.216632
1569192_at,,-0.0358447,3.30981,3.34565,-1.55806,0.121905,0.216655
230465_at,HS2ST1,0.164529,4.33707,4.17254,1.56101,0.12194,0.216703
201086_x_at,SON,-0.105006,10.8612,10.9662,-1.55999,0.12194,0.216703
231635_x_at,RNF31,0.0874408,7.10923,7.02179,1.55785,0.121947,0.216706
242030_at,,0.0565805,5.78794,5.73136,1.55784,0.12195,0.216706
1569311_at,,-0.204597,5.07654,5.28114,-1.55812,0.12196,0.216718
243369_at,,0.0476188,4.79961,4.75199,1.55863,0.121982,0.216748
236188_s_at,NAP1L4,0.0680568,4.51964,4.45158,1.55764,0.121997,0.216769
240044_x_at,TNRC6B,-0.166286,7.00165,7.16793,-1.55774,0.122005,0.216773
236128_at,ZNF91,-0.161814,5.72013,5.88194,-1.55806,0.122007,0.216773
217734_s_at,WDR6,0.141561,9.29349,9.15193,1.55825,0.122026,0.216799
228572_at,GRB2,0.130369,7.41412,7.28375,1.55773,0.122032,0.216803
1558518_at,TAB3,0.0680632,4.33001,4.26194,1.55764,0.122055,0.216836
240868_at,LOC100129406,-0.256048,4.88691,5.14296,-1.55739,0.12206,0.216839
236649_at,DTWD1,0.257234,6.9811,6.72386,1.55749,0.122075,0.216857
1556472_s_at,SCML4,-0.134944,5.63244,5.76739,-1.55726,0.122087,0.216872
230421_at,ZNF879,0.166933,7.26604,7.0991,1.55919,0.122091,0.216872
203066_at,CHST15,0.161298,9.93235,9.77106,1.55855,0.122098,0.216877
212547_at,BRD3,-0.095114,8.5264,8.62151,-1.55909,0.122106,0.216885
214178_s_at,SOX2,0.0757433,5.30956,5.23382,1.55762,0.12212,0.216903
1561355_at,LOC692247,0.158954,7.22688,7.06792,1.55713,0.12213,0.216913
237117_at,AC112198.1,0.046523,4.81706,4.77054,1.55716,0.122134,0.216913
242383_at,,0.0529465,5.5921,5.53915,1.55702,0.122169,0.216961
205186_at,DNALI1,0.224043,7.58052,7.35648,1.56083,0.122165,0.216961
221109_at,LOC100506571,0.0681662,6.37686,6.3087,1.55686,0.122183,0.216979
209602_s_at,GATA3,-0.197,4.88863,5.08563,-1.55827,0.122197,0.216994
213983_s_at,PDS5A,0.166003,7.17753,7.01153,1.55751,0.122199,0.216994
206938_at,SRD5A2,0.160147,5.70772,5.54757,1.55878,0.12221,0.217006
220768_s_at,CSNK1G3,0.145604,8.34804,8.20244,1.55677,0.122252,0.217074
1568888_at,LOC100507283,0.0433547,3.93186,3.88851,1.55679,0.122272,0.217102
228589_at,BASP1,0.0702743,5.54752,5.47725,1.55697,0.122294,0.217134
236768_at,LINC01233,0.0411608,3.95254,3.91138,1.55619,0.122343,0.217214
232195_at,GPR158,0.196204,5.18729,4.99108,1.56238,0.12238,0.217273
1555371_at,ABCB5,0.0774535,6.1907,6.11324,1.55677,0.122388,0.217279
203734_at,FOXJ2,-0.105113,8.72799,8.83311,-1.5571,0.122396,0.217286
235537_at,OCIAD1,0.0954012,4.93497,4.83957,1.55614,0.12241,0.217304
1560298_at,LOC101929261,0.0341522,4.03672,4.00257,1.55601,0.122432,0.217336
1554901_at,GAFA1,-0.0485137,4.00792,4.05643,-1.55654,0.12244,0.217343
242339_at,,0.0613392,4.91751,4.85617,1.55572,0.122496,0.217437
233860_s_at,OBP2A /// OBP2B,0.119879,5.18602,5.06614,1.56392,0.122509,0.21745
1562501_at,LOC255177,0.044719,4.09187,4.04715,1.5556,0.122512,0.21745
216551_x_at,PLCG1,0.0867745,7.64789,7.56111,1.55531,0.122554,0.217518
238236_at,,0.0380728,4.04952,4.01145,1.55545,0.122565,0.217531
234439_at,,0.100618,5.34033,5.23971,1.55521,0.122576,0.217542
206212_at,CPA2,0.0594605,6.0746,6.01514,1.55566,0.122593,0.217567
228317_at,ZFAND5,0.0474383,5.37929,5.33185,1.55511,0.122598,0.217568
201597_at,COX7A2,0.0911133,12.2014,12.1103,1.55555,0.122633,0.217624
1566889_at,THADA,0.0395377,3.58787,3.54833,1.55523,0.122655,0.217655
214284_s_at,FGF18,-0.0724778,4.67342,4.7459,-1.55481,0.122678,0.217681
235436_at,DDX31,-0.121661,6.04317,6.16483,-1.55523,0.122677,0.217681
1562068_at,,0.0486452,5.09301,5.04436,1.55481,0.122708,0.217713
206071_s_at,EPHA3,-0.117382,4.45748,4.57486,-1.55506,0.122704,0.217713
234712_at,LINC00470,0.0665773,5.33298,5.2664,1.55501,0.122708,0.217713
1563320_at,,0.159913,4.80976,4.64985,1.55622,0.122714,0.217715
1556000_s_at,BTBD7,0.155359,8.25236,8.097,1.55486,0.122717,0.217715
1552666_a_at,LRRC7,0.0419515,3.67863,3.63668,1.55451,0.122787,0.217833
208992_s_at,STAT3,-0.161655,10.7135,10.8751,-1.55437,0.122818,0.21788
206919_at,ELK4,0.128354,4.19841,4.07006,1.55578,0.122858,0.217945
210609_s_at,TP53I3,0.134679,9.01678,8.8821,1.55542,0.122881,0.217978
214421_x_at,CYP2C9,0.127606,5.04449,4.91688,1.55815,0.122915,0.218032
236697_at,,0.0535665,4.06602,4.01246,1.55409,0.122921,0.218035
214494_s_at,LOC101930112 /// SPG7,0.163806,9.61831,9.4545,1.55378,0.122936,0.218054
207759_s_at,DISC1 /// TSNAX-DISC1,0.0685597,3.77967,3.71111,1.55514,0.122945,0.218063
233420_at,,-0.0368445,3.82996,3.86681,-1.55385,0.122967,0.218095
1554485_s_at,TMEM37,-0.249344,7.93434,8.18369,-1.55639,0.122973,0.218098
231485_at,LOC100505540,0.083354,5.1445,5.06114,1.5535,0.12301,0.218157
217648_at,,0.0870883,5.08569,4.9986,1.55376,0.123023,0.218173
237529_at,LINC00708,-0.0427102,4.05523,4.09794,-1.55333,0.123028,0.218175
209113_s_at,HMG20B,0.159867,7.53849,7.37862,1.5537,0.123047,0.218201
206165_s_at,CLCA2,0.479419,5.04732,4.5679,1.55851,0.123068,0.218232
213268_at,CAMTA1,-0.232523,6.92429,7.15681,-1.5546,0.123076,0.218238
214795_at,ZMYND8,0.126876,5.75525,5.62838,1.55399,0.123083,0.218245
202549_at,VAPB,-0.0881255,4.90929,4.99741,-1.55312,0.123092,0.218254
63825_at,ABHD2,-0.195057,9.16427,9.35933,-1.55448,0.123156,0.218356
234644_x_at,TNFRSF10C,-0.175703,6.71061,6.88631,-1.55279,0.123158,0.218356
1562297_at,,-0.0321295,3.81518,3.84731,-1.55267,0.123206,0.218435
223869_at,SOST,0.242931,4.38153,4.1386,1.55872,0.12322,0.218439
206333_at,MSI1,0.0795582,4.66942,4.58987,1.55261,0.123221,0.218439
231100_at,RRAD,-0.137034,5.24787,5.3849,-1.55267,0.123221,0.218439
229888_at,C12orf60,-0.122078,5.22777,5.34985,-1.55254,0.123237,0.218459
210569_s_at,SIGLEC9,-0.104689,6.16172,6.26641,-1.55242,0.12324,0.218459
202679_at,NPC1,-0.14766,9.19041,9.33807,-1.55304,0.123291,0.218542
229473_at,MAMDC4,0.169676,6.37282,6.20314,1.55234,0.12333,0.218605
205966_at,TAF13,0.0760738,3.82872,3.75264,1.55436,0.123335,0.218607
1569466_at,CNBD2,0.0418492,4.58588,4.54403,1.55371,0.12334,0.218607
1561221_x_at,LOC728099,0.0533232,4.13795,4.08462,1.55195,0.123361,0.218632
236244_at,,-0.0807928,4.01554,4.09633,-1.55193,0.12336,0.218632
1560464_at,TSPAN10,-0.0591167,4.51226,4.57138,-1.55185,0.123406,0.218696
237783_at,PLAC8L1,-0.064041,4.95791,5.02195,-1.55177,0.123402,0.218696
205988_at,CD84,0.259216,8.90233,8.64312,1.55255,0.123436,0.218721
210330_at,SGCD,-0.0681307,4.13372,4.20185,-1.55299,0.123427,0.218721
223830_s_at,TRIM5,0.0477588,4.50329,4.45553,1.55271,0.123435,0.218721
243015_at,CYP3A5,0.0702955,3.72352,3.65323,1.55825,0.123436,0.218721
1555697_at,KLK4,0.100053,7.88408,7.78402,1.55157,0.123448,0.218736
209567_at,RRS1,0.125338,8.61523,8.48989,1.55152,0.123474,0.218774
224108_at,,0.0710127,4.64505,4.57404,1.55143,0.123492,0.2188
213879_at,,0.153824,8.36094,8.20711,1.55126,0.123518,0.218838
235159_at,,0.162077,6.42325,6.26117,1.55272,0.123542,0.218874
233931_at,,-0.251371,5.32932,5.58069,-1.55107,0.123568,0.218906
240516_at,,-0.0475772,5.99968,6.04725,-1.5511,0.123565,0.218906
233428_at,,0.156474,5.99953,5.84306,1.55105,0.123574,0.218909
206974_at,CXCR6,-0.195714,6.7385,6.93422,-1.55099,0.123582,0.21891
203238_s_at,NOTCH3,0.161823,9.43945,9.27763,1.551,0.123582,0.21891
210122_at,PRM2,0.0585527,5.46702,5.40847,1.55135,0.123592,0.21892
204524_at,LOC101060747 /// PDPK1,0.208167,8.46834,8.26017,1.55158,0.123634,0.218986
239042_at,TSR1,-0.112753,5.58668,5.69943,-1.55085,0.123638,0.218986
206079_at,CHML,0.104025,4.61586,4.51184,1.55236,0.123644,0.218991
224631_at,ZFP91,0.139258,7.33516,7.1959,1.55075,0.123654,0.219001
215072_x_at,EDRF1,-0.0627727,4.10247,4.16525,-1.55075,0.123679,0.219038
207432_at,BEST2,0.0853497,5.38342,5.29807,1.55066,0.123692,0.219047
205437_at,ZNF211,0.128764,8.22763,8.09887,1.55057,0.123693,0.219047
1560278_at,LOC221122,0.105911,6.31325,6.20734,1.5506,0.123696,0.219047
1562286_at,,0.044931,3.62262,3.57769,1.55193,0.123718,0.219078
220319_s_at,MYLIP,-0.150374,9.0738,9.22417,-1.55237,0.123755,0.219137
1563721_at,,-0.0490532,3.62981,3.67886,-1.55008,0.123803,0.219216
204019_s_at,SH3YL1,0.170239,10.5572,10.387,1.55028,0.123813,0.219225
208623_s_at,EZR,-0.133577,11.4542,11.5877,-1.55246,0.12384,0.219259
1565602_at,PCDH9,-0.040312,3.70621,3.74653,-1.55082,0.123839,0.219259
236427_at,,0.18642,5.44671,5.26029,1.55034,0.123858,0.219284
233480_at,TMEM43,-0.262108,6.20471,6.46682,-1.54978,0.123882,0.21932
240886_at,CASR,0.0762212,7.04687,6.97065,1.54995,0.123888,0.219323
222527_s_at,RBM22,-0.224006,7.7922,8.01621,-1.54995,0.123892,0.219324
236762_at,ATP9B,0.068638,5.27089,5.20225,1.54958,0.123933,0.219389
233994_at,,-0.0366087,3.96142,3.99803,-1.54962,0.123946,0.219405
210487_at,DNTT,0.052046,5.03753,4.98549,1.54952,0.123955,0.219407
211313_s_at,BAZ1B,0.0911708,6.3146,6.22343,1.54956,0.123955,0.219407
1555842_at,CYTH2,0.22464,7.20448,6.97984,1.55161,0.123969,0.219424
210999_s_at,GRB10,0.21279,8.08107,7.86828,1.54998,0.123989,0.219453
1566138_at,DQ583756,0.108708,5.85187,5.74316,1.5494,0.124008,0.219479
1556373_a_at,FAM185A,0.251146,6.03029,5.77914,1.54928,0.124038,0.219524
222694_at,CENPBD1P1,-0.121747,7.41388,7.53563,-1.54915,0.124045,0.21953
239900_x_at,RP11-379F4.6,-0.113348,5.02113,5.13448,-1.54905,0.12408,0.219585
1560495_at,LOC101929741,-0.0661842,3.76917,3.83535,-1.55267,0.124086,0.219589
226435_at,PAPLN,0.269244,7.98087,7.71163,1.54947,0.124095,0.219598
216582_at,POM121L2,0.0655538,6.52028,6.45473,1.54908,0.124116,0.219627
48030_i_at,FAXDC2,-0.0831508,9.97065,10.0538,-1.54858,0.124162,0.219702
211711_s_at,PTEN,-0.177582,8.07475,8.25233,-1.54894,0.12417,0.219708
241143_at,RP11-432J9.6,0.0767718,5.5641,5.48733,1.54855,0.124174,0.219708
222966_at,TLK1,0.0244125,3.435,3.41059,1.54848,0.124188,0.219727
232889_at,,0.459733,7.89603,7.4363,1.54849,0.124204,0.219748
220225_at,IRX4,0.112382,5.47674,5.36436,1.55087,0.124218,0.219766
1562918_at,,-0.0447077,4.00937,4.05408,-1.54841,0.124227,0.219775
214807_at,PLXDC2,-0.22764,6.90681,7.13445,-1.54861,0.124237,0.219784
208239_at,FOXE1,0.0848923,4.73744,4.65255,1.54829,0.124242,0.219786
202545_at,PRKCD,-0.184408,8.79769,8.9821,-1.54824,0.124278,0.219842
200751_s_at,HNRNPC,0.274695,10.4162,10.1415,1.54815,0.124331,0.219908
209025_s_at,SYNCRIP,0.132019,9.72775,9.59573,1.54881,0.124324,0.219908
237057_at,,0.0559758,3.73555,3.67957,1.54833,0.12433,0.219908
206138_s_at,PI4KB,0.101034,10.2535,10.1525,1.54803,0.124329,0.219908
1569205_at,PRCP,-0.0511497,4.2875,4.33865,-1.54834,0.124338,0.219913
225128_at,KDELC2,0.135556,8.632,8.49644,1.54869,0.124343,0.219915
221198_at,SCT,0.0861113,5.73118,5.64507,1.54808,0.124351,0.219922
222794_x_at,MTPAP,0.110534,8.38547,8.27493,1.54827,0.124386,0.219976
236260_at,RP11-77H9.8,0.089052,4.92997,4.84092,1.54769,0.12439,0.219978
239224_at,FBXL20,0.0731762,5.28791,5.21473,1.54783,0.124397,0.219982
238870_at,KCNK9,0.148432,5.46751,5.31908,1.54868,0.124469,0.220095
218520_at,TBK1,-0.141388,8.9997,9.14109,-1.54746,0.124469,0.220095
206045_s_at,NOL4,0.0713527,4.51311,4.44176,1.54779,0.124479,0.220107
226860_at,TMEM19,0.201934,8.66976,8.46783,1.54849,0.124496,0.220128
243257_at,,-0.0285268,3.74131,3.76984,-1.54714,0.124513,0.220152
1566948_at,,0.113356,4.92028,4.80692,1.5499,0.12453,0.220175
202069_s_at,IDH3A,-0.229764,7.83532,8.06509,-1.54692,0.124594,0.220281
1562937_at,,0.059769,5.33995,5.28018,1.5479,0.124603,0.220289
205652_s_at,TTLL1,0.100398,7.56475,7.46435,1.54676,0.124608,0.220291
236696_at,U2SURP,0.20158,4.83178,4.6302,1.54851,0.124628,0.22032
227467_at,RDH10,0.227457,8.67791,8.45045,1.54766,0.124652,0.220355
241276_at,,0.0764962,6.07001,5.99351,1.54664,0.124682,0.220401
240245_at,,-0.299167,6.15087,6.45004,-1.54633,0.12472,0.220461
228966_at,PANK2,0.0709798,3.96742,3.89644,1.54684,0.124726,0.220464
1562273_at,CNGA4,-0.13303,4.83625,4.96928,-1.54629,0.124737,0.220476
235974_at,EXOC4,0.0688282,5.80524,5.73641,1.54706,0.124757,0.220491
210103_s_at,FOXA2,-0.307198,8.26613,8.57333,-1.54875,0.124753,0.220491
1552717_s_at,CEP170 /// CEP170P1,-0.152374,5.36779,5.52016,-1.54614,0.124753,0.220491
231624_s_at,,0.065528,5.58871,5.52318,1.54615,0.124774,0.220503
224275_at,GPR98,0.112199,3.92897,3.81677,1.54883,0.124776,0.220503
203181_x_at,SRPK2,0.149582,8.93697,8.78739,1.54611,0.124772,0.220503
228251_at,CTB-50L17.7,-0.160411,6.26118,6.42159,-1.54641,0.124803,0.220542
228460_at,ZNF319,0.116502,7.4417,7.3252,1.54748,0.124813,0.220554
1561926_at,,-0.0320483,3.47064,3.50268,-1.54587,0.124819,0.220557
229583_at,,0.0913428,6.42542,6.33407,1.54651,0.12483,0.220569
231064_s_at,NUP50,0.0487643,3.87667,3.82791,1.54653,0.124838,0.220576
212409_s_at,TOR1AIP1,-0.241449,7.6568,7.89825,-1.5458,0.124848,0.22058
210537_s_at,TADA2A,0.0923332,5.39578,5.30344,1.54598,0.124848,0.22058
1570165_at,,-0.182966,4.53032,4.71329,-1.54566,0.124913,0.220687
234935_at,NDOR1,0.05827,5.68779,5.62952,1.54571,0.124933,0.220702
1563098_at,IGFN1,0.0569333,5.31758,5.26065,1.54604,0.124928,0.220702
208933_s_at,LGALS8,-0.136238,9.28045,9.41669,-1.54542,0.124933,0.220702
227643_at,TPPP,0.0456147,5.13089,5.08528,1.54535,0.124948,0.220721
239944_at,DQ570835,-0.134947,4.79555,4.9305,-1.54546,0.124953,0.220722
1559227_s_at,VHL,0.113274,6.70984,6.59657,1.54652,0.12498,0.220763
1559220_at,BC039681 /// RP5-1157M23.2,0.116421,6.73732,6.6209,1.54546,0.124985,0.220764
1560397_s_at,KLHL6,-0.112044,6.39891,6.51095,-1.54517,0.124993,0.220772
200861_at,CNOT1,0.163571,8.505,8.34143,1.54516,0.124999,0.220775
208646_at,,0.08356,12.3933,12.3098,1.54504,0.125026,0.220816
1552957_at,DNAH6,-0.0693668,4.0649,4.13426,-1.54501,0.12503,0.220816
225636_at,STAT2,0.178731,10.4454,10.2667,1.54518,0.125056,0.220854
229321_s_at,DQ570096,-0.0957763,7.59465,7.69042,-1.54634,0.125082,0.220893
241452_at,,0.03451,4.06033,4.02582,1.54465,0.125108,0.220933
37408_at,MRC2,-0.166002,10.31,10.476,-1.54617,0.125113,0.220934
202142_at,COPS8,0.11846,9.54377,9.42531,1.54646,0.125139,0.220966
221233_s_at,FAM135A,0.0334565,3.53793,3.50447,1.54454,0.125137,0.220966
1557762_at,,0.0309798,3.47277,3.44179,1.54487,0.125152,0.220975
237289_at,CREB1,-0.140802,7.40156,7.54236,-1.54451,0.125149,0.220975
206570_s_at,PSG11,0.0503787,5.24046,5.19008,1.54444,0.125185,0.221025
229401_at,IL17RE,0.0446348,5.05263,5.00799,1.54428,0.125206,0.221055
203996_s_at,C21orf2,-0.0880525,7.12265,7.21071,-1.54416,0.125237,0.221102
235377_at,MLIP,0.0860888,5.19342,5.10733,1.54771,0.125282,0.221175
211937_at,EIF4B,0.145819,10.7452,10.5994,1.54421,0.125286,0.221175
1566868_at,,0.0446452,4.49567,4.45103,1.54393,0.125295,0.221184
242041_at,CSPP1,0.143692,4.56258,4.41889,1.54487,0.125306,0.221197
233357_at,TRIM67,0.0562705,6.69602,6.63975,1.54399,0.125346,0.221257
235367_at,MYPN,0.041913,5.53128,5.48937,1.54387,0.125348,0.221257
235429_at,EIF3E,0.118392,6.515,6.39661,1.54388,0.125364,0.221277
209761_s_at,SP110,-0.242213,8.29069,8.53291,-1.54354,0.125385,0.2213
1561573_at,LOC101927523,0.0584667,4.09784,4.03938,1.54355,0.125384,0.2213
1559871_s_at,LOC100129129,0.0594953,4.53272,4.47322,1.54352,0.125439,0.221367
222175_s_at,MED15,0.0881423,8.93824,8.85009,1.54343,0.125435,0.221367
206088_at,LRRC37A3,0.163611,4.80537,4.64176,1.54458,0.125428,0.221367
205627_at,CDA,-0.236423,6.64718,6.88361,-1.54344,0.125436,0.221367
216270_at,ILVBL,0.060751,5.67822,5.61747,1.54318,0.125465,0.221402
203123_s_at,SLC11A2,0.142691,8.66244,8.51975,1.54447,0.125467,0.221402
1556377_s_at,LMO7,-0.0681913,4.95658,5.02477,-1.54327,0.12548,0.221417
215613_at,ADAM12,0.0669998,4.86083,4.79383,1.54334,0.125486,0.221421
1553465_a_at,CES5A,0.0654917,4.32009,4.2546,1.54406,0.125534,0.221498
208752_x_at,NAP1L1,-0.0808917,11.8409,11.9218,-1.54444,0.12554,0.221501
242217_s_at,FBRS,0.1336,6.78396,6.65036,1.5429,0.125557,0.221525
230541_at,LINC01341,0.0676528,6.44472,6.37706,1.54329,0.125568,0.221537
210620_s_at,GTF3C2,0.14823,6.30882,6.16059,1.54287,0.1256,0.221587
225151_at,RTKN,0.0662658,5.59347,5.5272,1.54299,0.12561,0.221597
233473_x_at,,-0.248752,5.66725,5.916,-1.54247,0.125642,0.221646
1564229_at,LOC729173,0.0732828,5.50265,5.42936,1.54235,0.125667,0.221683
1556722_a_at,C20orf203,0.106599,7.30506,7.19846,1.54193,0.125773,0.221863
239264_at,,0.317854,6.11782,5.79997,1.54211,0.125788,0.221875
235547_at,N4BP2L2,-0.114905,3.73664,3.85155,-1.54244,0.125785,0.221875
221661_at,SLC22A7,0.0539603,5.08205,5.02809,1.54372,0.125802,0.221892
211361_s_at,SERPINB13,0.211944,3.65216,3.44022,1.55232,0.125819,0.221901
213965_s_at,CHD5,0.0558905,6.02946,5.97357,1.54237,0.125817,0.221901
213966_at,HMG20B,0.0688617,5.31237,5.24351,1.54203,0.125815,0.221901
206835_at,STATH,0.232573,3.78852,3.55595,1.55226,0.125826,0.221905
220517_at,VPS13C,-0.0433497,4.22612,4.26947,-1.54187,0.125836,0.221916
227939_s_at,TRA2A,0.0559112,4.08808,4.03217,1.54188,0.125841,0.221918
220489_s_at,SERINC2,0.068759,5.95989,5.89113,1.5417,0.125848,0.221923
229725_at,ACSL6,0.148144,4.04614,3.89799,1.54826,0.125874,0.221962
211064_at,ZNF493,-0.131419,4.38886,4.52028,-1.54148,0.125886,0.221977
1562879_at,,0.0445182,3.86804,3.82352,1.54143,0.125891,0.221978
234077_at,,0.08213,6.31394,6.23181,1.54147,0.12591,0.222003
234284_at,GNG8,0.10707,5.65653,5.54946,1.54261,0.125925,0.222024
202931_x_at,BIN1,-0.0894053,8.59831,8.68771,-1.54135,0.125936,0.222035
232234_at,SLA2,-0.145992,7.18555,7.33154,-1.54138,0.125964,0.222079
1559517_a_at,SPIRE1,-0.220566,5.43008,5.65065,-1.54113,0.125971,0.222083
226270_at,EXOC2,-0.136271,7.12199,7.25826,-1.54194,0.126001,0.22213
214489_at,FSHB,0.0562443,6.0571,6.00086,1.54087,0.126027,0.222167
1561908_a_at,HS3ST3B1,0.0974753,6.82004,6.72257,1.54109,0.126045,0.222193
36552_at,C2CD3,0.121427,8.01546,7.89403,1.54077,0.126097,0.222276
1566105_at,MFN2,0.0623388,5.40824,5.3459,1.54041,0.126138,0.222342
213115_at,ATG4A,0.105989,8.50619,8.4002,1.54331,0.126156,0.222358
1553566_at,PIANP,0.098705,6.57183,6.47313,1.54036,0.126152,0.222358
243553_x_at,TRAF3IP2-AS1,-0.0624338,5.63545,5.69788,-1.54047,0.126165,0.222367
214859_at,FSTL4,0.0522893,5.73022,5.67793,1.54073,0.1262,0.222422
203275_at,IRF2,-0.177587,8.72462,8.9022,-1.5404,0.126224,0.222458
242171_at,,0.172702,4.36139,4.18869,1.54199,0.12624,0.222478
209195_s_at,ADCY6,-0.0981412,8.12472,8.22286,-1.53994,0.126253,0.222494
212220_at,PSME4,0.229081,5.7297,5.50061,1.54067,0.126269,0.222515
1555573_at,TTC40,0.120531,3.8998,3.77927,1.54722,0.126286,0.222538
220594_at,OGT,0.0507028,4.77179,4.72109,1.53989,0.126298,0.222553
210356_x_at,MS4A1,0.326715,6.10862,5.7819,1.54046,0.12633,0.222601
1554860_at,PTPN7,0.0777773,5.39872,5.32095,1.53955,0.126353,0.222628
231702_at,TDO2,0.0393387,3.98088,3.94154,1.53967,0.126353,0.222628
1566805_at,,-0.0305255,3.7203,3.75083,-1.53973,0.126382,0.222671
207472_at,RARS2,0.0400687,3.84239,3.80233,1.53938,0.126393,0.222676
206903_at,EXOG,-0.0447508,5.98223,6.02698,-1.53944,0.126392,0.222676
1569076_a_at,ZNF836,-0.0877892,4.96806,5.05585,-1.5393,0.126421,0.222718
212787_at,YLPM1,-0.0797043,9.04389,9.12359,-1.53973,0.126458,0.222777
219900_s_at,ZNF446,0.085657,7.37958,7.29392,1.54027,0.126476,0.222802
206960_at,LPAR4,0.0819047,3.97372,3.89181,1.54497,0.126486,0.222811
1563405_at,ATP4B,0.0751118,6.46755,6.39244,1.53914,0.12653,0.222878
202657_s_at,SERTAD2,-0.104484,9.3686,9.47308,-1.53928,0.126532,0.222878
215178_x_at,NAAA,-0.130472,7.93648,8.06695,-1.54034,0.12654,0.222884
212952_at,CTC-425F1.4,0.206856,9.30838,9.10152,1.53874,0.126549,0.222894
216444_at,,0.0364185,4.05677,4.02035,1.53868,0.126561,0.2229
1566504_at,,0.0458718,5.02876,4.98288,1.54007,0.12656,0.2229
239792_at,UBL7-AS1,0.117263,6.14572,6.02845,1.53923,0.126587,0.222939
220858_at,SORBS2,0.151514,4.62936,4.47785,1.54139,0.126662,0.223064
1566043_at,,0.0587247,3.9434,3.88467,1.54202,0.126675,0.22308
208037_s_at,MADCAM1,0.0950303,6.11148,6.01645,1.53821,0.126705,0.223126
1567140_at,,0.0462497,5.39463,5.34838,1.53811,0.126713,0.223133
236544_at,,0.0365402,3.74627,3.70973,1.53796,0.12674,0.223173
237905_at,KRT25,0.0487962,3.97643,3.92764,1.53798,0.126749,0.223176
205125_at,PLCD1,-0.105116,8.49478,8.5999,-1.53835,0.12675,0.223176
1556725_a_at,LOC100288490,-0.0419398,4.6266,4.66854,-1.5379,0.126761,0.223187
1560136_at,ARL5C,0.0572612,6.3383,6.28104,1.53884,0.12678,0.223194
229528_at,SBNO1,-0.136416,8.47175,8.60817,-1.53789,0.126781,0.223194
240476_at,,0.052265,3.87469,3.82243,1.53805,0.126775,0.223194
215112_x_at,MCF2L2,-0.028624,3.36497,3.3936,-1.53783,0.126779,0.223194
217202_s_at,GLUL,-0.279919,9.84748,10.1274,-1.53785,0.126788,0.223196
208592_s_at,CD1E,0.106791,6.24268,6.13589,1.53787,0.12679,0.223196
219153_s_at,THSD4,-0.126239,4.92364,5.04988,-1.53833,0.1268,0.223206
210194_at,PLA2R1,-0.0525537,3.50574,3.55829,-1.53759,0.126843,0.223272
220090_at,CRNN,0.0667708,5.9465,5.87973,1.53774,0.126846,0.223272
243070_at,INO80D,0.064199,5.56005,5.49585,1.53757,0.126855,0.223281
218202_x_at,MRPL44,0.14549,6.62443,6.47894,1.53781,0.126865,0.223292
219312_s_at,ZBTB10,-0.256538,6.54761,6.80415,-1.53822,0.126892,0.223333
226375_at,LMTK2,-0.143729,7.85913,8.00286,-1.53727,0.126943,0.223408
236610_at,,-0.359486,6.48844,6.84792,-1.53717,0.126941,0.223408
222069_s_at,,0.071103,5.01086,4.93976,1.53684,0.127012,0.223522
230037_at,CD8B,0.0811447,4.78437,4.70322,1.53678,0.12703,0.223532
1570296_at,,0.0378263,4.05809,4.02026,1.53752,0.127028,0.223532
226716_at,PRR12,0.118024,7.12683,7.00881,1.53684,0.127029,0.223532
207873_x_at,SEZ6L,0.104055,6.21858,6.11453,1.53793,0.127039,0.223534
206369_s_at,PIK3CG,-0.180036,5.21204,5.39207,-1.53673,0.127039,0.223534
