probe_id,gene_symbol,log2FC,mean_a,mean_b,t_stat,p_value,adj_p_value
214197_s_at,SETDB1,0.183949,6.85859,6.67464,4.14686,6.46703e-05,0.000353267
244739_at,RDX,-0.179701,3.89558,4.07528,-4.21511,6.46972e-05,0.000353378
222274_at,ZDHHC8P1,0.259896,5.92077,5.66087,4.24299,6.47423e-05,0.000353589
244433_at,,-0.922237,6.39574,7.31797,-4.14809,6.4767e-05,0.000353689
1563674_at,FCRL2,0.47747,5.34701,4.86954,4.15562,6.48066e-05,0.00035387
208914_at,GGA2,-0.324648,8.1633,8.48795,-4.15769,6.49332e-05,0.000354526
204130_at,HSD11B2,0.601283,6.19496,5.59368,4.19538,6.49436e-05,0.000354547
1552384_a_at,FAM71A,-0.302991,5.35672,5.65971,-4.18505,6.50306e-05,0.000354987
236480_at,MIR210HG,0.304124,5.17614,4.87201,4.19405,6.51304e-05,0.000355482
235457_at,MAML2,-0.363623,9.19411,9.55773,-4.18304,6.51408e-05,0.000355482
222713_s_at,FANCF,0.400518,7.3478,6.94728,4.1531,6.51387e-05,0.000355482
200076_s_at,KXD1,0.153799,9.34669,9.19289,4.1435,6.51642e-05,0.000355574
1569052_at,RP11-288H12.4,-0.350598,5.04375,5.39435,-4.14177,6.5332e-05,0.000356418
1560250_s_at,LOC284242,-0.179542,4.31708,4.49662,-4.17323,6.53259e-05,0.000356418
242236_at,,0.103503,3.69343,3.58992,4.14208,6.53745e-05,0.000356615
230973_at,SH2D5,0.171947,5.89178,5.71983,4.1404,6.54013e-05,0.000356721
239681_at,ENTHD2,0.137467,6.75791,6.62044,4.14539,6.54135e-05,0.000356721
1568590_at,ARL3,0.142832,6.85718,6.71435,4.1591,6.54133e-05,0.000356721
227221_at,ZMAT3,0.433213,8.20357,7.77035,4.16356,6.54237e-05,0.000356741
218258_at,POLR1D,-0.366493,9.99579,10.3623,-4.17732,6.54422e-05,0.000356806
202790_at,CLDN7,0.485881,9.96708,9.4812,4.15857,6.54493e-05,0.000356809
228446_at,KIAA2026,-0.342712,8.06658,8.40929,-4.16267,6.54646e-05,0.000356857
231538_at,C11orf1,0.254768,5.21176,4.95699,4.16782,6.55139e-05,0.00035709
224719_s_at,C12orf57,-0.338604,11.3079,11.6465,-4.15493,6.55384e-05,0.000357153
210809_s_at,POSTN,0.798168,11.9751,11.1769,4.15219,6.55337e-05,0.000357153
234838_at,,0.190756,5.36173,5.17097,4.14217,6.55561e-05,0.000357214
208717_at,OXA1L,0.299547,10.4996,10.2001,4.14271,6.5576e-05,0.000357286
204727_at,WDHD1,0.358435,4.26966,3.91122,4.2543,6.58647e-05,0.000358788
1556749_at,BC035096 /// RP11-433J8.1,-0.130432,4.04056,4.171,-4.1506,6.58627e-05,0.000358788
224963_at,SLC26A2,-0.583508,7.72378,8.30729,-4.14176,6.60061e-05,0.000359522
238351_x_at,,0.19808,6.66518,6.4671,4.15766,6.61043e-05,0.000360021
223611_s_at,LNX1,0.605704,7.61604,7.01034,4.1564,6.6136e-05,0.000360158
210045_at,IDH2,0.308435,7.13945,6.83101,4.16853,6.61688e-05,0.000360301
239697_x_at,C3orf67,0.310824,4.22965,3.91883,4.2412,6.61988e-05,0.000360428
1560648_s_at,TSPYL1,-0.373749,5.26913,5.64288,-4.1375,6.62453e-05,0.000360645
203696_s_at,RFC2,0.384136,8.27166,7.88753,4.21141,6.63007e-05,0.000360911
200925_at,COX6A1,0.239475,12.5435,12.304,4.1478,6.63222e-05,0.000360992
207058_s_at,PARK2,-0.181654,4.62528,4.80694,-4.14489,6.65949e-05,0.00036244
241748_x_at,DGCR14,0.168929,7.80812,7.63919,4.14485,6.66457e-05,0.000362681
1566923_at,,0.154239,5.95046,5.79622,4.13544,6.66899e-05,0.000362885
202147_s_at,IFRD1,-0.637173,7.77387,8.41104,-4.13541,6.67094e-05,0.000362955
229394_s_at,ARHGAP35,-0.357251,9.44317,9.80043,-4.13539,6.67978e-05,0.0003634
233445_at,,0.239177,4.30843,4.06925,4.22122,6.68246e-05,0.00036351
243004_at,,0.178344,6.5724,6.39406,4.14231,6.70192e-05,0.000364532
217796_s_at,NPLOC4,0.272378,9.59054,9.31816,4.1362,6.70262e-05,0.000364534
1560850_at,LOC101926959,-1.40957,7.09978,8.50935,-4.14586,6.71014e-05,0.000364884
1552330_at,CENPBD1,0.532833,6.9847,6.45187,4.1345,6.71039e-05,0.000364884
244788_at,,-0.371725,5.98327,6.35499,-4.13333,6.72086e-05,0.000365417
243938_x_at,DNAH5,0.277918,4.68469,4.40677,4.17474,6.72666e-05,0.000365696
206635_at,CHRNB2,0.206884,8.4004,8.19352,4.13684,6.72825e-05,0.000365746
215210_s_at,DLST,0.351463,9.28735,8.93589,4.13306,6.73001e-05,0.000365805
208460_at,GJC1,-0.235437,5.27907,5.51451,-4.1328,6.73261e-05,0.000365852
209017_s_at,LONP1,0.302875,9.10577,8.8029,4.13494,6.73206e-05,0.000365852
212106_at,FAF2,0.442617,7.33133,6.88871,4.13635,6.73288e-05,0.000365852
1554650_a_at,RP3-412A9.16,0.188272,6.32538,6.1371,4.13601,6.73805e-05,0.000366096
212054_x_at,TBC1D9B,0.171246,9.20379,9.03255,4.13506,6.74091e-05,0.000366179
1555431_a_at,IL31RA,0.120657,3.83347,3.71282,4.18406,6.74026e-05,0.000366179
216018_at,RNF5,0.150189,5.72501,5.57482,4.13416,6.74186e-05,0.000366194
1552738_a_at,ST7L,0.229345,4.75499,4.52565,4.14864,6.75061e-05,0.000366633
211920_at,CFB,0.19047,5.82082,5.63035,4.13647,6.75229e-05,0.000366688
216325_x_at,RTEL1 /// RTEL1-TNFRSF6B,0.229243,6.9782,6.74896,4.13597,6.75659e-05,0.000366885
235587_at,PAXIP1-AS1,0.490337,7.26367,6.77333,4.16369,6.76417e-05,0.00036726
211548_s_at,HPGD,-1.21301,10.0641,11.2771,-4.16973,6.7682e-05,0.000367443
217205_at,AL590762.11,0.223495,6.73142,6.50793,4.13688,6.77145e-05,0.000367583
222821_s_at,GEMIN7,0.22221,7.93614,7.71393,4.15132,6.78546e-05,0.000368306
204857_at,MAD1L1,0.418496,7.78611,7.36761,4.13071,6.78838e-05,0.000368428
203724_s_at,RUFY3,-0.446701,5.5856,6.0323,-4.14628,6.80262e-05,0.000369165
232894_at,RP4-539M6.21,0.218679,5.61429,5.39561,4.15612,6.81592e-05,0.00036985
205745_x_at,ADAM17,-0.360599,8.30029,8.66089,-4.12981,6.81802e-05,0.000369927
213072_at,CYHR1,0.267185,7.5372,7.27001,4.14947,6.83153e-05,0.000370623
219879_s_at,C17orf53,0.21685,6.94061,6.72376,4.1449,6.83733e-05,0.000370901
210427_x_at,ANXA2,-0.208477,13.5933,13.8017,-4.19143,6.84563e-05,0.000371314
207500_at,CASP5,-0.304071,5.98253,6.2866,-4.12915,6.85821e-05,0.00037196
1557325_at,,0.230085,4.80633,4.57624,4.14956,6.86008e-05,0.000372024
223757_at,DIO3OS,-0.3615,6.83101,7.19251,-4.12751,6.86827e-05,0.000372431
222058_at,RNF130,0.302077,5.51375,5.21167,4.15415,6.87284e-05,0.000372643
225217_s_at,BRPF3,0.392718,8.03831,7.64559,4.12716,6.87716e-05,0.000372839
1556806_at,,0.294182,6.08281,5.78863,4.1409,6.88072e-05,0.000372995
226259_at,EXOC6,-0.307641,8.40214,8.70978,-4.12811,6.88355e-05,0.000373112
231466_at,FAM71F1,0.118542,4.63283,4.51429,4.13321,6.88481e-05,0.000373144
218732_at,PTRH2,0.337361,9.24147,8.90411,4.12939,6.88643e-05,0.000373194
204119_s_at,ADK,0.507474,10.0416,9.53414,4.1683,6.88806e-05,0.00037324
229517_at,PTPDC1,-0.286986,7.0236,7.31059,-4.1363,6.88864e-05,0.00037324
216531_at,MBTPS2 /// YY2,0.141633,5.49959,5.35795,4.13454,6.89331e-05,0.000373456
213954_at,FAM169A,0.298052,3.98932,3.69127,4.20152,6.90652e-05,0.000374134
212480_at,SPECC1L,-0.327974,8.60435,8.93233,-4.12872,6.90792e-05,0.000374173
205097_at,SLC26A2,-0.722147,8.53281,9.25496,-4.12821,6.91112e-05,0.000374309
220020_at,XPNPEP3,0.388893,6.17129,5.78239,4.15357,6.92181e-05,0.000374827
204873_at,PEX1,0.405337,7.39599,6.99065,4.18365,6.92204e-05,0.000374827
1555278_a_at,CKAP5,0.437076,8.8217,8.38463,4.12636,6.93004e-05,0.000375223
210097_s_at,NOL7,0.23845,10.0717,9.83323,4.13862,6.93745e-05,0.000375587
205354_at,GAMT,0.361051,7.29508,6.93403,4.13908,6.94218e-05,0.000375805
227174_at,WDR72,1.15896,6.52499,5.36603,4.22253,6.94746e-05,0.000376054
204893_s_at,ZFYVE9,-0.267792,7.46014,7.72793,-4.13195,6.95386e-05,0.000376363
226540_at,CCDC42B,0.182511,7.4356,7.25309,4.12356,6.97167e-05,0.00037729
241386_at,LOC100506691,-0.199164,5.9382,6.13736,-4.12413,6.97354e-05,0.000377354
212921_at,SMYD2,-0.477179,5.78226,6.25944,-4.13347,6.97457e-05,0.000377372
216541_x_at,IGHG1 /// IGHM,0.842042,6.65106,5.80902,4.16027,6.97539e-05,0.000377379
1570496_at,,0.375267,4.8991,4.52384,4.2043,6.99553e-05,0.000378431
207557_s_at,RYR2,-0.387858,5.35195,5.73981,-4.16806,6.99754e-05,0.000378503
242326_at,COL22A1,0.185615,5.5795,5.39388,4.14171,7.00237e-05,0.000378726
210250_x_at,ADSL,0.29206,9.81952,9.52746,4.14355,7.01137e-05,0.000379176
229530_at,GUCY1A3,-0.513681,8.53049,9.04418,-4.12264,7.01848e-05,0.000379485
221345_at,FFAR2,-0.747063,5.13891,5.88597,-4.13217,7.01834e-05,0.000379485
200930_s_at,VCL,-0.251005,4.795,5.04601,-4.14772,7.02711e-05,0.000379914
227457_at,DDA1,0.130879,5.97769,5.84682,4.12102,7.04591e-05,0.000380857
225878_at,KIF1B,-0.379936,8.56975,8.94968,-4.13166,7.04594e-05,0.000380857
202042_at,HARS /// LOC101928623,0.202426,9.69302,9.4906,4.14834,7.04733e-05,0.000380894
233671_at,,0.112162,4.0779,3.96574,4.12091,7.04904e-05,0.000380949
243907_at,GREB1L,0.223105,4.24319,4.02009,4.20129,7.06252e-05,0.00038164
218538_s_at,MRS2,0.465839,8.03347,7.56763,4.12597,7.07569e-05,0.000382314
213415_at,CLIC2,-0.81971,8.79317,9.61288,-4.17205,7.08053e-05,0.000382538
206662_at,GLRX,-0.291252,10.5154,10.8066,-4.14455,7.08701e-05,0.00038285
236591_at,MIR4458 /// MIR4458HG,-0.422509,5.47292,5.89543,-4.11926,7.08828e-05,0.000382881
218107_at,WDR26,0.227698,10.5137,10.286,4.14133,7.10388e-05,0.000383685
218767_at,REXO4,0.193054,8.1701,7.97704,4.11924,7.10521e-05,0.000383719
225680_at,LRWD1 /// MIR4467,0.230851,8.0095,7.77865,4.11842,7.11036e-05,0.000383959
211997_x_at,H3F3A /// H3F3B /// MIR4738,-0.278678,12.7348,13.0135,-4.12022,7.11491e-05,0.000384167
201904_s_at,CTDSPL,-0.378094,9.19517,9.57327,-4.1206,7.11688e-05,0.000384235
214496_x_at,KAT6B,-0.399462,7.10807,7.50753,-4.11836,7.12954e-05,0.000384881
240538_at,,0.305618,5.83157,5.52595,4.11844,7.13522e-05,0.000385112
1569433_at,SAMD5,-0.299037,3.647,3.94604,-4.14234,7.13469e-05,0.000385112
206653_at,POLR3G,0.301319,5.43092,5.1296,4.19293,7.13964e-05,0.000385312
211332_x_at,HFE,0.227963,7.60713,7.37916,4.11822,7.14057e-05,0.000385324
57163_at,ELOVL1 /// MIR6734,0.269067,9.95795,9.68888,4.16476,7.15015e-05,0.000385803
205454_at,HPCA,0.140411,6.16186,6.02145,4.13261,7.16301e-05,0.000386459
244470_at,,-0.482765,5.48963,5.97239,-4.11925,7.16847e-05,0.000386715
231892_at,ARHGEF39,0.142788,5.2795,5.13671,4.13696,7.16954e-05,0.000386735
202923_s_at,GCLC,0.729059,9.19184,8.46279,4.18561,7.18514e-05,0.000387538
211635_x_at,IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31,0.960806,9.06761,8.1068,4.13265,7.18613e-05,0.000387553
232242_at,PTPRG-AS1,0.225638,4.16185,3.93621,4.18498,7.19003e-05,0.000387725
202819_s_at,TCEB3,0.296497,8.2569,7.96041,4.14317,7.19596e-05,0.000388007
232019_at,ZKSCAN2,0.198081,7.15865,6.96056,4.1398,7.19786e-05,0.000388071
205350_at,CRABP1,0.249201,5.76483,5.51563,4.19431,7.19899e-05,0.000388094
204047_s_at,PHACTR2,-0.686231,6.3393,7.02554,-4.12562,7.20133e-05,0.000388172
215084_s_at,LRRC42,0.333715,8.51003,8.17632,4.16545,7.20187e-05,0.000388172
241344_at,,-0.328386,7.29444,7.62283,-4.1314,7.20859e-05,0.000388496
230301_at,AC006026.13,0.477688,5.94316,5.46547,4.13399,7.21025e-05,0.000388548
222438_at,MED4,-0.39411,5.75152,6.14563,-4.11479,7.21193e-05,0.0003886
219702_at,PLAC1,0.267507,5.17912,4.91162,4.20776,7.21538e-05,0.000388747
226924_at,LINC00909,-0.386545,8.23968,8.62623,-4.12343,7.22352e-05,0.000389148
241393_at,IPP,0.42102,6.65326,6.23224,4.12968,7.22452e-05,0.000389163
222394_at,PDCD6IP,-0.462015,8.70757,9.16959,-4.11402,7.23121e-05,0.000389485
220812_s_at,HHLA2,0.852607,5.80354,4.95093,4.22701,7.23708e-05,0.000389763
204559_s_at,LSM7,0.300837,10.6637,10.3628,4.13117,7.24723e-05,0.000390271
230648_at,LINC00926,0.188954,6.57437,6.38541,4.11357,7.25518e-05,0.000390661
242888_at,PRRT3-AS1,0.451302,6.44102,5.98972,4.15962,7.2644e-05,0.000391092
215758_x_at,ZNF93,0.457752,7.50515,7.0474,4.12484,7.26463e-05,0.000391092
209184_s_at,IRS2,-0.48341,9.11739,9.6008,-4.12243,7.26758e-05,0.000391213
217291_at,CEACAM5,0.146344,6.65778,6.51143,4.12695,7.27385e-05,0.000391512
205166_at,CAPN5,0.45865,5.68022,5.22157,4.18027,7.29559e-05,0.000392644
216694_at,,0.20321,7.1227,6.91949,4.1159,7.32864e-05,0.000394354
213474_at,KCTD7 /// RABGEF1,0.294236,8.01591,7.72167,4.11647,7.32882e-05,0.000394354
226545_at,CD109,-0.899608,7.9211,8.82071,-4.13349,7.33012e-05,0.000394385
1556578_a_at,FLJ31945,0.153986,4.8979,4.74392,4.11092,7.33348e-05,0.000394527
242455_at,POU3F2,0.730843,4.98822,4.25738,4.25432,7.336e-05,0.000394624
210365_at,LOC100506403 /// LOC101928269 /// RUNX1,0.35983,5.3912,5.03136,4.12886,7.33746e-05,0.000394664
207980_s_at,CITED2,-0.876293,8.99345,9.86975,-4.12878,7.34335e-05,0.000394942
221065_s_at,CHST8,0.168364,6.37647,6.20811,4.12008,7.34438e-05,0.000394958
212661_x_at,LOC101060363 /// PPIA,0.14173,14.1055,13.9638,4.14781,7.34917e-05,0.000395138
213654_at,TAF5L,0.162965,8.23839,8.07543,4.11045,7.34898e-05,0.000395138
223321_s_at,FGFRL1,0.27065,8.1687,7.89805,4.1153,7.35093e-05,0.000395194
201185_at,HTRA1,0.473845,10.4679,9.99409,4.18386,7.3568e-05,0.000395471
244088_at,AP000230.1,0.230853,6.53261,6.30176,4.1115,7.36661e-05,0.000395959
228777_at,KBTBD3,0.353559,6.77538,6.42182,4.10953,7.384e-05,0.000396855
218113_at,TMEM2,-0.50492,8.75554,9.26046,-4.1082,7.38969e-05,0.000397122
1553191_at,DST,-0.112306,3.7537,3.86601,-4.116,7.3915e-05,0.00039718
229459_at,FAM19A5,0.650119,5.52466,4.87454,4.16681,7.40057e-05,0.000397628
1554937_x_at,EXOC3L1,-0.187105,6.99468,7.18178,-4.10771,7.40399e-05,0.000397773
238031_at,LOC101928707,0.255849,5.38064,5.12479,4.13623,7.42611e-05,0.000398922
201584_s_at,DDX39A,0.383076,9.6882,9.30513,4.10762,7.43954e-05,0.000399604
222982_x_at,SLC38A2,-0.342927,12.1471,12.4901,-4.11762,7.4428e-05,0.00039974
215376_at,,0.289976,5.32589,5.03591,4.12077,7.44463e-05,0.000399799
230925_at,APBB1IP,-0.51757,9.56337,10.0809,-4.14375,7.45738e-05,0.000400405
233392_at,,-0.616411,4.21739,4.8338,-4.11493,7.45709e-05,0.000400405
218452_at,SMARCAL1,0.228596,8.1829,7.95431,4.10556,7.46465e-05,0.000400756
213315_x_at,CXorf40A,0.353502,9.21993,8.86643,4.1139,7.47903e-05,0.000401488
243259_at,ATXN7,-0.432254,5.52326,5.95551,-4.10605,7.48713e-05,0.000401884
1555188_at,MTUS2-AS1,0.193287,5.40983,5.21654,4.11977,7.48852e-05,0.000401919
208679_s_at,ARPC2,-0.25245,12.367,12.6195,-4.14307,7.49564e-05,0.000402262
228858_at,,-0.406683,4.72104,5.12773,-4.11328,7.49709e-05,0.0004023
206722_s_at,LPAR2,0.232848,6.51646,6.28361,4.14252,7.49938e-05,0.000402383
210214_s_at,BMPR2,-0.451462,5.92833,6.37979,-4.11701,7.5098e-05,0.000402903
222365_at,TBCEL,-0.263588,6.45282,6.71641,-4.10554,7.51969e-05,0.000403394
235571_at,MIR34A,0.457166,6.72761,6.27044,4.11629,7.5274e-05,0.000403768
202946_s_at,BTBD3,-0.503986,8.22285,8.72684,-4.10469,7.53027e-05,0.000403882
205558_at,TRAF6,-0.190831,7.81657,8.0074,-4.10446,7.53321e-05,0.000404
214374_s_at,PPFIBP1,-0.469629,5.59285,6.06248,-4.10311,7.53647e-05,0.000404135
228338_at,COLCA2,0.59549,6.81258,6.21709,4.14718,7.53849e-05,0.000404204
201440_at,DDX23,0.203359,8.98349,8.78013,4.10292,7.53938e-05,0.000404212
205176_s_at,ITGB3BP,0.408981,8.63334,8.22436,4.103,7.54958e-05,0.000404719
220095_at,CNTLN,-0.329402,5.15832,5.48772,-4.1032,7.55112e-05,0.000404762
230945_at,,0.205006,7.12424,6.91924,4.10211,7.58509e-05,0.000406543
213468_at,ERCC2,0.231094,7.20576,6.97467,4.10599,7.58701e-05,0.000406606
215452_x_at,SUMO4,0.209941,9.77851,9.56857,4.11255,7.59937e-05,0.000407229
234928_x_at,RUNX3,0.201352,6.32316,6.12181,4.11024,7.61069e-05,0.000407796
1553329_at,SSMEM1,-0.119034,3.59444,3.71347,-4.11606,7.61262e-05,0.000407859
227978_s_at,ZADH2,-0.561504,6.66676,7.22827,-4.10602,7.6168e-05,0.000408043
220487_at,SNTG2,-0.164817,4.27573,4.44055,-4.10466,7.61799e-05,0.000408067
203510_at,MET,0.685719,11.3067,10.621,4.11757,7.62013e-05,0.000408141
230596_at,KALRN,-0.328486,5.10044,5.42892,-4.10039,7.62205e-05,0.000408204
225323_at,CC2D1B,0.239708,7.74027,7.50056,4.11934,7.62363e-05,0.000408249
212018_s_at,RSL1D1,0.334356,10.3902,10.0558,4.11951,7.64e-05,0.000409085
1570396_at,FAM66C /// LOC101928910,-0.10015,3.92691,4.02706,-4.10277,7.64427e-05,0.000409274
1553630_at,C10orf107,-0.326523,3.75811,4.08463,-4.09956,7.65264e-05,0.000409682
34187_at,RBMS2,-0.212366,7.5794,7.79176,-4.10217,7.65785e-05,0.000409921
231224_x_at,PRKAG2,0.161606,5.99186,5.83026,4.1015,7.66068e-05,0.000410032
1568924_a_at,IQUB,-0.295925,4.09085,4.38677,-4.11954,7.66634e-05,0.000410295
212365_at,MYO1B,-0.549956,9.79806,10.348,-4.09946,7.66782e-05,0.000410334
234445_at,ZNRD1-AS1,0.252538,4.55417,4.30163,4.11147,7.66933e-05,0.000410374
213611_at,AQP5,0.897219,8.54042,7.6432,4.13357,7.67037e-05,0.00041039
233361_at,ANKRD44,-0.152513,5.65294,5.80545,-4.10802,7.67254e-05,0.000410466
230721_at,C16orf52 /// LOC101930115 /// VWA3A,-0.24648,6.8329,7.07938,-4.09873,7.68206e-05,0.000410935
242885_at,,0.286685,6.30925,6.02257,4.10267,7.70559e-05,0.000412153
1553470_at,DNAH17,0.0916528,4.15885,4.0672,4.0971,7.70683e-05,0.000412179
236409_at,,0.11321,3.6894,3.57619,4.10967,7.71035e-05,0.000412287
233728_at,,-0.389544,5.86651,6.25606,-4.13791,7.70991e-05,0.000412287
226341_at,OTUD6B-AS1,-0.433397,5.8152,6.24859,-4.09734,7.72345e-05,0.000412947
216401_x_at,IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37,1.0498,11.2728,10.223,4.10546,7.7244e-05,0.000412958
233585_at,SDK2,0.140051,6.77201,6.63196,4.09685,7.72537e-05,0.000412969
206435_at,B4GALNT1,0.17488,5.50831,5.33343,4.10692,7.73697e-05,0.000413548
203465_at,MRPL19,0.515114,7.96182,7.44671,4.09775,7.74288e-05,0.000413783
217294_s_at,ENO1,1.15591,11.1484,9.99244,4.09608,7.7427e-05,0.000413783
202840_at,TAF15,0.311318,8.49375,8.18243,4.09607,7.74465e-05,0.000413837
222861_x_at,FBXO44,0.1619,6.61389,6.45199,4.11312,7.764e-05,0.000414831
1552661_at,PCDHGB7,-0.0786405,3.34099,3.41963,-4.09946,7.77441e-05,0.000415347
234963_s_at,FA2H,0.57262,6.21478,5.64216,4.18787,7.77649e-05,0.000415417
232590_at,,0.159381,5.89108,5.7317,4.09452,7.78185e-05,0.000415663
201066_at,CYC1,0.32611,10.1321,9.80601,4.1846,7.78541e-05,0.000415812
221713_s_at,MAP6D1,0.146548,6.31943,6.17288,4.09451,7.79145e-05,0.000416095
224605_at,C4orf3,-0.592537,8.50389,9.09643,-4.09678,7.79717e-05,0.000416359
1555580_at,LINC00824,0.124689,4.69919,4.5745,4.09574,7.79847e-05,0.000416388
201901_s_at,YY1,0.382037,10.785,10.403,4.09784,7.8202e-05,0.000417508
200972_at,TSPAN3,0.320512,12.3057,11.9852,4.12925,7.82168e-05,0.000417546
235941_s_at,FAM224A /// FAM224B,0.152777,5.50395,5.35118,4.09844,7.82829e-05,0.000417858
213503_x_at,ANXA2,-0.212045,13.4538,13.6658,-4.15294,7.83317e-05,0.000418078
229438_at,FAM20C,0.198274,6.33382,6.13554,4.12688,7.83637e-05,0.000418207
208959_s_at,ERP44,0.219587,10.3479,10.1284,4.10877,7.84855e-05,0.000418817
1553238_a_at,HIPK4,0.146355,7.00675,6.86039,4.10243,7.85414e-05,0.000419074
220714_at,PRDM14,0.237367,6.68609,6.44873,4.09212,7.85822e-05,0.000419251
236231_at,ZNF271,-0.267247,4.06734,4.33459,-4.09324,7.87461e-05,0.000420084
232330_at,COA1,-0.45861,5.10923,5.56784,-4.10999,7.88215e-05,0.000420446
230537_at,,-0.709412,7.09551,7.80493,-4.09105,7.90059e-05,0.000421388
238362_at,,0.200913,3.68742,3.48651,4.19334,7.90701e-05,0.000421689
216349_at,DGKH,0.166759,6.24257,6.07581,4.10815,7.91172e-05,0.000421899
222240_s_at,ISYNA1,0.455883,7.79609,7.34021,4.14195,7.94304e-05,0.000423528
1567081_x_at,CLN6,0.215422,6.97805,6.76263,4.09289,7.95442e-05,0.000424093
237071_at,,-0.184457,4.9143,5.09876,-4.09222,7.95956e-05,0.000424244
220255_at,FANCE,0.279787,7.34977,7.06998,4.13769,7.95917e-05,0.000424244
236957_at,CDCA2,0.314484,5.2849,4.97042,4.13235,7.95828e-05,0.000424244
244799_s_at,,-0.133353,4.11438,4.24774,-4.08905,7.96304e-05,0.000424305
243636_s_at,,-0.395977,4.51285,4.90883,-4.13432,7.96229e-05,0.000424305
214955_at,TMPRSS6,0.339652,7.57139,7.23174,4.11856,7.96235e-05,0.000424305
201592_at,EIF3H,0.182795,11.9486,11.7658,4.12061,7.96994e-05,0.000424631
204155_s_at,SIK3,-0.225398,7.24038,7.46578,-4.09539,7.97153e-05,0.000424674
45633_at,GINS3,0.388328,5.81382,5.42549,4.15584,7.97888e-05,0.000425024
210718_s_at,ARL17A /// ARL17B /// LOC100294341,0.252016,4.82594,4.57392,4.154,7.99838e-05,0.000426022
244172_at,,0.431032,5.19796,4.76693,4.08763,8.01193e-05,0.000426702
1554625_at,BCL6B,-0.305233,6.74313,7.04836,-4.09148,8.013e-05,0.000426717
210778_s_at,MIR4800 /// MXD4,-0.447386,7.30785,7.75523,-4.08732,8.02132e-05,0.000427119
200014_s_at,HNRNPC,0.162102,11.3726,11.2105,4.08799,8.0289e-05,0.000427481
231931_at,PRDM15,0.266426,6.56037,6.29395,4.11052,8.03244e-05,0.000427628
1557418_at,ACSL4,-0.582414,5.14733,5.72974,-4.11664,8.04347e-05,0.000428173
232981_s_at,SYNRG,0.277756,7.5491,7.27134,4.09671,8.06353e-05,0.000429116
237917_at,NBPF8,0.204768,4.18718,3.98242,4.12927,8.06255e-05,0.000429116
211473_s_at,COL4A6,-0.222992,5.09104,5.31403,-4.09378,8.06278e-05,0.000429116
204231_s_at,FAAH,0.412833,7.97686,7.56403,4.11055,8.0745e-05,0.000429616
227948_at,FGD4,-0.719042,8.75545,9.47449,-4.09846,8.07432e-05,0.000429616
210993_s_at,SMAD1,0.526408,9.5869,9.06049,4.08467,8.08023e-05,0.000429879
206547_s_at,PPEF1,0.304743,4.49774,4.193,4.15471,8.09083e-05,0.000430401
212352_s_at,TMED10,0.211947,11.9905,11.7786,4.10088,8.10317e-05,0.000431015
202106_at,GOLGA3,0.252196,9.33259,9.0804,4.09068,8.1164e-05,0.000431677
202973_x_at,FAM13A,0.567971,10.7196,10.1517,4.09889,8.11864e-05,0.000431755
217759_at,TRIM44,-0.191389,10.179,10.3704,-4.10531,8.12682e-05,0.000432147
239727_at,DIO3OS /// MIR1247,-0.176261,5.39591,5.57217,-4.08578,8.13738e-05,0.000432667
1556024_at,EME2,0.317469,7.34866,7.03119,4.08704,8.14581e-05,0.000433073
232546_at,TP73,0.260286,5.54653,5.28625,4.10792,8.14753e-05,0.000433122
209130_at,SNAP23,-0.282437,10.4734,10.7558,-4.10264,8.16572e-05,0.000434047
209122_at,PLIN2,-0.659147,10.065,10.7242,-4.11653,8.17133e-05,0.000434303
216306_x_at,MIR4745 /// PTBP1,0.205148,11.5244,11.3192,4.08214,8.17342e-05,0.000434372
225926_at,VTI1B,-0.393198,8.39727,8.79047,-4.10429,8.18365e-05,0.000434873
217145_at,IGK /// IGKC,0.613901,5.73665,5.12275,4.11977,8.18507e-05,0.000434878
201470_at,GSTO1,-0.257803,11.3626,11.6204,-4.09687,8.18532e-05,0.000434878
240443_at,,0.241572,6.94725,6.70568,4.08088,8.19255e-05,0.000435219
224934_at,YIPF5,0.378408,10.6266,10.2482,4.08154,8.19747e-05,0.000435438
242525_at,SLC2A5,0.254721,5.22501,4.97029,4.08102,8.19852e-05,0.000435452
235373_at,LOC100506314,0.375851,4.84844,4.47258,4.14138,8.2041e-05,0.000435706
235082_at,PCNX,-0.326467,4.60567,4.93213,-4.08731,8.20531e-05,0.000435728
211370_s_at,MAP2K5,-0.285084,7.36543,7.65051,-4.0829,8.20776e-05,0.000435803
231355_at,CACNG8,0.199964,6.86729,6.66732,4.08049,8.20831e-05,0.000435803
207684_at,TBX6,0.217663,6.68048,6.46282,4.08215,8.21508e-05,0.00043612
231015_at,KLF15,-0.544619,8.2309,8.77552,-4.08066,8.22183e-05,0.000436435
230487_at,C6orf99,0.264935,4.98894,4.72401,4.09107,8.23263e-05,0.000436966
208439_s_at,FCN2,0.158496,6.29552,6.13702,4.0847,8.23934e-05,0.00043728
207059_at,PAX9,0.259274,5.80247,5.54319,4.09501,8.24944e-05,0.000437773
203595_s_at,IFIT5,-0.41942,9.00638,9.4258,-4.1054,8.27192e-05,0.000438924
